iSub,condition,feature1_name,feature2_name,feature3_name,feature4_name,iSession,iBlock,iTrial,feature1,feature2,feature3,feature4,probCat1,probCat2,choice,rating,feedback,ambiguous,choRT,text,oral_center,oral_A,oral_b
401,1,green,yellow,pink,blue,1,4,204,0.745438078490544,0.383154739151403,0.703786202789725,0.96169179538271,0.121,0.879,2,4,1,0,11.266,蓝色最长的长于绿色，粉色和黄色都较短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,205,0.91945141887942,0.175949472820146,0.703100185014626,0.267624728780165,0.037,0.963,2,4,1,0,4.382,绿色和粉色都中等偏长，黄色和蓝色都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,206,0.489429567859338,0.936641404455758,0.785649316781137,0.800516687089361,0.52,0.48,1,5,0,1,1.646,黄色比较长，粉色蓝色差不多，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,207,0.312726242850769,0.274750067621702,0.0676830550579174,0.424096305354005,0.835,0.165,1,2,1,0,1.152,黄色和蓝色都中等偏短，粉色、绿色都更加的短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,208,0.018721304156155,0.0900636588470127,0.815366246824817,0.363481934975125,0.962,0.038,1,3,1,0,16.907,粉色最长，黄、蓝、绿都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,209,0.972507368535336,0.0589483074521341,0.0080541070478269,0.159041549507604,0.069,0.931,1,3,0,0,2.091,绿色最长，粉蓝、黄都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,210,0.0615125415505083,0.673187514849103,0.16412643172296,0.469309538102206,0.974,0.026,1,3,1,0,6.704,黄色最长，略长于蓝色，粉色、绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,211,0.131216070922861,0.734336591114082,0.563886361624065,0.642187733562482,0.977,0.023,2,2,0,0,5.854,黄、蓝、粉、豆中的偏长，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,212,0.716340555939986,0.409087709778753,0.771888310598818,0.375184916930042,0.078,0.922,2,2,1,0,19.822,粉色比较长，略长于绿色，略长于蓝色，黄色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,213,0.750170248219517,0.230084043895714,0.870384046022629,0.0572603439426583,0.151,0.849,2,2,1,0,6.615,粉色和绿色都比较长，黄色和蓝色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,214,0.212045403639686,0.982241354535466,0.298778607732902,0.326716556555625,0.898,0.102,1,3,1,0,4.156,黄色最长，粉蓝绿都差不多比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,215,0.267719375303164,0.899101996876063,0.674284949201884,0.508769836944645,0.895,0.105,1,6,1,0,2.334,黄色比较长，粉色、蓝色比较中等偏短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,216,0.785566519786522,0.638639009452177,0.844445463382463,0.0743654783172145,0.107,0.893,1,3,0,0,2.985,粉色最长，略长于黄色、绿色，蓝色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,217,0.0120776889655843,0.567371625588083,0.972965506952186,0.569438959609506,0.969,0.031,1,2,1,0,3.259,粉色最长，略长于蓝色黄色，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,218,0.431705948401054,0.314838926848452,0.214853382124468,0.5924821525319,0.687,0.313,1,2,0,0,11.382,蓝色比较长，粉黄绿比较是非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,219,0.387756352020086,0.424437890893066,0.833906824786048,0.950686799588373,0.71,0.29,1,2,1,0,12.034,蓝色最长，略长于紫色，黄色和绿色都偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,220,0.394681840161827,0.806404247847894,0.318606522734608,0.717775207813361,0.743,0.257,1,3,1,0,1.815,黄色最长，不对，蓝色和黄色都比较长，粉色、绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,221,0.512644944157122,0.0353975981090996,0.72846633626195,0.125641274763799,0.477,0.523,2,2,0,1,4.87,黄色和蓝色非常短，粉色最长，略长于绿色，都在中等偏长的位置。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,222,0.141658156049298,0.162778630095155,0.117974474084807,0.332767463583631,0.933,0.067,1,3,1,0,1.289,黄粉蓝绿都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,223,0.618944674486099,0.131633930408951,0.22760535233121,0.0146986794902546,0.305,0.695,2,3,1,0,8.507,绿色中等长度，黄、粉、蓝都，比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,224,0.193702121184622,0.950058661442537,0.193619418907418,0.973302328526973,0.867,0.133,1,1,1,0,31.143,黄色蓝色差不多长度，粉色绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,225,0.438684169898767,0.69073712289586,0.599612441254331,0.683152371324659,0.691,0.309,2,4,0,0,1.722,黄色、蓝色都比较长，绿色较长。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,226,0.517388566831648,0.66586837330429,0.389828001828498,0.418415034645362,0.435,0.565,2,2,0,1,3.331,黄色最长，中等偏上，粉蓝略短一些，绿色也最短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,227,0.927329741552708,0.257660027236324,0.431321227448269,0.0449279414797616,0.045,0.955,2,5,0,0,3.523,绿色最长，粉色、蓝色中等偏短，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,228,0.537176455050407,0.534849369191432,0.538510298055939,0.550836313815144,0.329,0.671,1,4,1,0,6.361,黄粉蓝绿长度差不多。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,229,0.661433241465939,0.193036870170388,0.736841449400347,0.220992390304056,0.191,0.809,2,2,0,0,8.552,粉色最长于绿色，都是中等偏上，黄色蓝色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,230,0.987529460047215,0.0229209508329492,0.0352621892653936,0.119146738386091,0.068,0.932,1,3,0,0,5.503,绿色最长，粉、黄、蓝都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,231,0.68236227166988,0.23769231188811,0.0550075442358166,0.819527091318574,0.207,0.793,2,6,1,0,2.227,蓝色最长，略长于绿色，粉色和黄色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,232,0.247781496523457,0.151868865253396,0.367644883733285,0.665739164100331,0.916,0.084,2,3,0,0,3.22,蓝色中等长度，粉黄绿都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,233,0.11842276104444,0.505135234850706,0.998507147197161,0.702501206485041,0.94,0.06,2,3,0,0,3.246,粉色最长的长于黄色，略长于蓝色，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,234,0.0836479746453822,0.482986973273216,0.963931707615562,0.629995886747386,0.958,0.042,1,6,1,0,3.54,粉色最长，由黄色和蓝色，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,235,0.0384562738996876,0.209856146800338,0.0246047559796398,0.294051240573175,0.951,0.049,1,4,1,0,0.917,黄色、蓝色都比较短，粉色、绿色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,236,0.900191712561605,0.919322508311954,0.488877764473795,0.792876997397723,0.05,0.95,2,6,1,0,2.311,黄、绿、蓝都很长，粉色略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,237,0.179671867176522,0.754048841958024,0.750570710103535,0.542615013828714,0.956,0.044,2,6,0,0,1.824,黄色略长于粉色和蓝色，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,238,0.229259619389194,0.821132214883902,0.254376997593464,0.2991340531633,0.915,0.085,1,6,1,0,2.491,黄色略长于粉色和蓝色，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,239,0.644746797177312,0.550601570017217,0.88734928504167,0.251278828942917,0.208,0.792,1,3,1,0,10.636,粉色最长，黄、蓝、绿都处于中等的偏短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,240,0.880060359318029,0.654885492924009,0.658639876387021,0.855882336327414,0.04,0.96,2,5,1,0,2.572,蓝色最长，略长于绿色，粉色和黄色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,241,0.354881288263249,0.39537242826469,0.237226688710935,0.485474970538595,0.863,0.137,1,3,1,0,185.162,蓝色中等长度，黄、粉、绿略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,242,0.454294007026242,0.85014974345028,0.394758547622374,0.732623193016209,0.612,0.388,1,3,1,0,2.73,对。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,243,0.471230064131705,0.0668826246296176,0.281244093574991,0.745161052327085,0.56,0.44,2,6,0,1,2.637,蓝色中等偏长，略长于绿色，粉色和黄色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,244,0.826946991995125,0.985880660245088,0.183905878057666,0.0795703080318927,0.12,0.88,1,3,0,0,5.465,黄色比较长，略长于绿色，粉色和蓝色都很短，蓝色略长一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,245,0.296586581816503,0.603368002676253,0.350912645910998,0.936315750936766,0.858,0.142,2,1,0,0,9.48,蓝色比较长，黄色中等偏短，粉色、绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,246,0.342145313411117,0.866361382161925,0.33328463337226,0.204294515191795,0.797,0.203,1,6,1,0,0.993,黄色比较长，粉色和蓝色都较短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,247,0.943568862483253,0.488904861504756,0.643631709802417,0.528353641964521,0.009,0.991,2,5,1,0,7.328,绿色和粉色比较长，粉色和蓝色也差不多，应该绿色要更长一些，黄色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,248,0.261254393405734,0.0105876531501028,0.903140494355129,0.438402941671972,0.84,0.16,2,2,0,0,3.36,粉色最长，绿色比较短，黄色蓝色比较短，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,249,0.830464931873396,0.105983603458144,0.934423940170621,0.403170956962696,0.09,0.91,2,2,1,0,9.617,粉色比较长，绿色略短一些，蓝色再短一些，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,250,0.0753064824307644,0.591727482774158,0.799874121323246,0.860462414986351,0.96,0.04,2,5,0,0,2.933,蓝色很长，黄色、绿色，黄色、粉色略短于蓝色，绿色最短，就是特别特别的短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,251,0.807407476290926,0.793897045810583,0.149771864346086,0.842386241493805,0.096,0.904,2,4,1,0,2.995,蓝色中等偏长，黄色、绿色略短一些，粉色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,252,0.698772439980466,0.356286320847981,0.105831048360697,0.91614745452866,0.184,0.816,2,6,1,0,1.457,蓝色最长，绿色略短一些，远长于黄色、粉色。黄色和比粉色长一点，粉色是最最短的那一档。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,253,0.5703822445563,0.71814199666922,0.460987116702174,0.879966698609994,0.334,0.666,1,2,0,0,3.466,蓝色略长于黄色，绿色略长于粉色，它们都差不多在中等长度左右吧。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,254,0.771419819394051,0.746147313386387,0.616680767217589,0.0998951538826999,0.094,0.906,1,6,0,0,3.037,绿色中等偏长，黄色粉色中等长度，蓝色是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,255,0.417718673514318,0.881362041314982,0.584250718554451,0.60726199393116,0.702,0.298,1,4,0,0,12.343,黄色中等偏长，粉色、蓝色长度差不多，均为中等长度，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,4,256,0.30995226285957,0.616565467335501,0.480036933617036,0.609929865582644,0.951,0.049,1,3,1,0,1.882,黄、粉、蓝均为中等长度，绿色是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,257,0.297906356861636,0.211808109824728,0.447996404814766,0.692693087508768,0.899,0.101,1,3,1,0,5.096,蓝色中等，中等的长度，粉色略短一些，绿色和黄色都很短，绿色略长于黄色。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,258,0.863062166226686,0.0710977002999604,0.161168044570786,0.624282128912129,0.07,0.93,2,6,1,0,1.38,绿色接近极限长度，略长于蓝色，粉色和黄色都接近最短的那一档次。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,259,0.648243030017613,0.873214095963874,0.530184446385808,0.297503077175342,0.19,0.81,1,6,0,0,1.078,黄色接近极限长度，略长于绿色，略长于粉色。粉色已经属于是中等偏短了，蓝色和粉色较为接近，略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,260,0.227127344432432,0.307649852711566,0.0085139756485293,0.80872926028568,0.873,0.127,1,4,1,0,1.961,蓝色非常长，黄色比较短，粉色、绿色比黄色要再短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,261,0.156614318601707,0.60506546725002,0.0367069975297772,0.0935978012749364,0.909,0.091,1,6,1,0,1.586,黄色中等长度，粉、绿、蓝都接近于最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,262,0.0876776996388646,0.645144454785836,0.647175676903434,0.890447690213711,0.963,0.037,2,4,0,0,4.281,蓝色中等偏长，黄色、粉色处于中等的长度，绿色最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,263,0.131249839760317,0.828245860542169,0.970064534568812,0.189685331989488,0.914,0.086,1,6,1,0,4.63,粉色中等偏长，接近于极限长度，略长于黄色。蓝色、绿色都是几乎是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,264,0.836683493106332,0.804335543245369,0.934146929692315,0.572876507295584,0.074,0.926,2,3,1,0,2.444,粉黄蓝绿都在中等长度左右，粉色和绿色略长一些，蓝色略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,265,0.854412614196602,0.400410320123083,0.204214853712775,0.732035011997478,0.041,0.959,2,6,1,0,1.042,蓝色是比较长的，略长于绿色，粉色和黄色是比较短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,266,0.954050043227083,0.693921471660049,0.60888634557374,0.0707945193284717,0.036,0.964,1,3,0,0,4.401,绿色是比较长的，黄色、粉色是中等长度，蓝色是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,267,0.485882831227012,0.683732459350631,0.625487166689589,0.0480330083043772,0.531,0.469,1,6,0,1,2.301,粉色中等略长一些，黄色是中等长度，蓝色、绿色都是很短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,268,0.730232955778186,0.433648514539994,0.733797723385156,0.0447717821419145,0.132,0.868,1,4,0,0,7.888,粉色中等略长一些，绿色、黄色的中等略短一些，蓝色是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,269,0.800904183344299,0.962241924034582,0.544634570011992,0.973480423441024,0.122,0.878,2,3,1,0,7.602,蓝色接近极限长度，黄色和绿色略短于蓝色，粉色中等长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,270,0.795814482647526,0.266317086217612,0.715451584301576,0.217375925956125,0.066,0.934,1,3,0,0,5.766,粉色、绿色中等偏长，黄色、蓝色都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,271,0.991456160462103,0.296800082456346,0.270540114698912,0.399968611454342,0.017,0.983,2,6,1,0,10.212,绿色最长，略长于，蓝色。蓝色中等偏短，和粉色比较接近，黄色要短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,272,0.204651495055222,0.334112653571042,0.313505662901176,0.237801530292515,0.948,0.052,1,6,1,0,1.105,黄色粉色比较短，蓝色再短一些，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,273,0.670465576458313,0.250735214220665,0.511239224069374,0.370828039018333,0.106,0.894,1,2,0,0,3.85,绿色、粉色中等长度，蓝色略短一些，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,274,0.0495021599275876,0.516642689924915,0.687741335179121,0.539374247592064,0.989,0.011,1,5,1,0,4.84,粉色、黄色、蓝色中等长度，绿色是最短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,275,0.291491157580972,0.660966454613736,0.289846808841485,0.524135494126585,0.931,0.069,1,3,1,0,3.008,黄色、蓝色中等长度，粉色和绿色都是很短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,276,0.591860803158543,0.189571946211699,0.592804892606281,0.473583105622212,0.249,0.751,2,1,1,0,12.081,黄色的是很短的长度，粉蓝绿均约为中等长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,277,0.192739717962804,0.0265245733964604,0.307046070807756,0.826167013622442,0.895,0.105,2,1,0,0,6.771,蓝色是比较长的长度，粉黄绿都是很短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,278,0.0408643844404826,0.91194463475951,0.563196669587759,0.430375995668907,0.972,0.028,1,6,1,0,1.049,黄色中等偏长，粉色略短一些，蓝色略也比粉色要短一些，绿色很短的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,279,0.020349029459606,0.718642788778607,0.777553370068983,0.0034836579207145,0.952,0.048,1,6,1,0,1.0,黄色粉色都是中等偏长，蓝色绿色都是非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,280,0.409301795756425,0.0344128187998694,0.365484309324715,0.0307861489203294,0.652,0.348,1,5,1,0,1.498,黄色和蓝色都非常短，粉色、绿色都是略长一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,281,0.359454144436617,0.733976265929896,0.906029225969689,0.679294376270584,0.773,0.227,2,6,0,0,1.533,黄色、粉色、蓝色都是中等偏长的长度，绿色比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,282,0.92239783963767,0.418594833697912,0.669867524654861,0.149834836250006,0.03,0.97,2,2,1,0,8.423,粉色大概是中等，黄色大概是中等长度。粉色和绿色要比黄色长一些，蓝色比较很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,283,0.743085098291382,0.98663362689666,0.737462079642808,0.270386802630757,0.143,0.857,1,6,0,0,1.154,黄色很长，粉色、绿色约为中等长度，蓝色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,284,0.971101902422935,0.541955671871384,0.152222796944183,0.600044348730787,0.022,0.978,2,6,1,0,9.584,绿色、蓝色中等偏长，黄色中等长度，粉色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,285,0.718379145332301,0.465449564929538,0.416874110826896,0.951388877879578,0.124,0.876,2,6,1,0,1.704,蓝色很长，粉黄绿差不多都是中等长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,286,0.912039696132344,0.0579814544964029,0.121807073501229,0.454260499763538,0.059,0.941,2,6,1,0,1.175,绿色比较长，蓝色中等长度，粉色黄色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,287,0.0764682928409033,0.814695833808771,0.0187793006267585,0.7461667262285,0.937,0.063,1,1,1,0,2.738,黄色、蓝色都中等偏长，粉色、绿色都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,288,0.896142347199979,0.736412830097451,0.827942062926392,0.498274968487675,0.035,0.965,2,5,1,0,2.704,黄、粉、蓝、绿均为中等偏长，除了蓝中等偏短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,289,0.327007707161244,0.566957432365682,0.672037226974144,0.166480714335229,0.859,0.141,1,6,1,0,1.735,黄色粉色都中等长度，蓝色绿色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,290,0.174010346305563,0.877153506475862,0.83556401197532,0.121456976912945,0.899,0.101,1,6,1,0,0.714,黄色粉色中等偏长，蓝色绿色都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,291,0.276302599604926,0.490953741930325,0.464872803317472,0.414536426550346,0.979,0.021,1,4,1,0,1.365,黄、粉、蓝都中等偏短，绿色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,292,0.466485791788867,0.0012217029186309,0.881984137735379,0.353483863245637,0.56,0.44,2,1,0,1,5.151,粉色比较长，蓝色、绿色中等长度，黄色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,293,0.549046822451518,0.0901500266412822,0.793588854827063,0.786560844313882,0.404,0.596,1,2,1,1,1.972,粉色中等略长一些，绿色、蓝色均为中等长度，黄色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,294,0.885875636482503,0.976241995474639,0.0934794636282321,0.655831231117303,0.078,0.922,2,4,1,0,8.261,黄色最长，非常长，蓝色和黄色差不多，绿色就短一些，粉色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,295,0.264180273748358,0.859265344090664,0.855138312930968,0.336755214565878,0.868,0.132,1,6,1,0,1.078,黄色粉色很长，绿色蓝色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,296,0.512123001321996,0.441620719125109,0.86171536687275,0.992953127382403,0.477,0.523,2,5,0,1,2.277,蓝色很长，粉色略短一些，绿色、黄色都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,297,0.570162447352411,0.580133928295766,0.952299038560285,0.287839571175867,0.35,0.65,1,4,0,0,2.682,粉色比较长，黄色、绿色差不多中等偏短，蓝色更短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,298,0.941480632724449,0.117205901858104,0.381384185788542,0.703265672334389,0.034,0.966,2,6,1,0,1.485,绿色蓝色都很长，黄色粉色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,299,0.343691123298628,0.126827867838159,0.966656469541559,0.919917372891221,0.73,0.27,1,2,1,0,6.41,粉色蓝色都很长，黄色绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,300,0.400324167407675,0.18738752847438,0.427689770644626,0.927856563335017,0.697,0.303,2,5,0,0,3.881,蓝色中等偏长，黄、绿、粉都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,301,0.624086977782535,0.758760459519511,0.105167035398813,0.960460797828696,0.296,0.704,2,6,0,0,7.393,黄、绿、蓝都是中等偏长的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,302,0.441425978838836,0.344676775608078,0.0768967582327557,0.591283893882379,0.636,0.364,1,6,0,0,4.142,黄、绿、蓝、粉都比中等要短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,303,0.386760045901444,0.769953033942091,0.750601582476132,0.382464422295661,0.769,0.231,1,6,1,0,0.984,黄粉中等偏长，绿蓝中等偏短很多。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,304,0.347214842081358,0.0955488358070468,0.347235887281119,0.105722695075842,0.764,0.236,1,6,1,0,0.912,黄绿蓝粉都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,305,0.530136913056927,0.56025448232169,0.809427496714549,0.131107029245584,0.432,0.568,1,6,0,1,0.728,黄粉都比较长，绿、虽然和黄差不多，但蓝很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,306,0.245427410891455,0.154965987926685,0.397492662516516,0.440517412223008,0.929,0.071,1,3,1,0,2.366,黄、粉、蓝、绿都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,307,0.123033254329634,0.380099241520224,0.913844864736185,0.766066766151066,0.945,0.055,1,4,1,0,2.768,粉色和蓝色都很长，黄色比绿色长一些，都较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,308,0.598966452491731,0.228579805923249,0.255389885328383,0.172287384604996,0.292,0.708,1,3,1,0,1.094,黄粉的绿都，比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,309,0.630659496022382,0.792214944784369,0.491276901575988,0.637462268484346,0.175,0.825,2,5,1,0,2.853,黄、粉、蓝、绿均为中等长度左右。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,310,0.150795582874047,0.477875495120763,0.130182196,0.83962555668419,0.937,0.063,2,3,1,0,2.671,蓝色比较长，黄色略短一些，粉绿很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,311,0.672198975971312,0.508786891610917,0.986516961629517,0.873529319815452,0.22,0.78,2,6,0,0,7.473,蓝、粉、黄、绿均为中等长度左右。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,312,0.77799699743885,0.234808803793048,0.198086753110209,0.316805087867166,0.079,0.921,2,6,1,0,4.362,黄粉比较短，绿比较长。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,313,0.533977326442808,0.363579628241382,0.0621791207139435,0.661528193525548,0.423,0.577,2,4,1,1,2.497,绿和黄都较短，粉色很短，蓝色比较长。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,314,0.765177732590105,0.634164854355057,0.338959760714879,0.506145985050427,0.03,0.97,2,5,1,0,6.148,蓝色、黄色、绿色都均差不多约中等长度，但粉色要短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,315,0.698684781105797,0.902389092164708,0.477980766337592,0.85366284688534,0.167,0.833,2,5,1,0,5.265,蓝色、黄绿均约为中等长度，黄色略长一些，粉色略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,316,0.826550238118779,0.940660356762989,0.239564749336732,0.902462226941923,0.105,0.895,2,4,1,0,2.873,黄绿蓝均中等偏长，粉色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,317,0.0956434175254689,0.929600762454628,0.61473157395591,0.230057015133463,0.949,0.051,1,6,1,0,0.929,黄粉比较长，蓝绿很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,318,0.0155636924369899,0.313516184887554,0.171990144235602,0.256274340011705,0.972,0.028,1,5,1,0,0.736,黄粉较长，蓝绿。很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,319,0.437217133302693,0.623378181606577,0.552098773474726,0.755558363110874,0.693,0.307,2,1,0,0,2.855,黄粉蓝绿比较均匀，绿色略短一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,5,320,0.476846851996801,0.16876538116658,0.22421936900695,0.55981888402228,0.557,0.443,2,4,1,1,1.911,蓝绿约为中等的长度，但粉黄比较短。,"[None, None, None, None]",[],[]
