condition,seqID,iSession,iRun,iTrial,stiID,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
3,2,1,12,316,316,3,0,0,1,1,4,0.0,1.83,9.721,0.901,0.716
3,2,1,12,317,317,1,0,0,4,2,5,0.0,2.161,4.149,0.705,0.746
3,2,1,12,318,318,1,1,0,4,2,5,0.0,2.161,4.814,0.471,19.307
3,2,1,12,319,319,1,0,0,1,1,3,1.0,1.884,6.171,1.226,0.515
3,2,1,12,320,320,4,1,0,4,2,5,1.0,1.854,7.753,1.224,0.539
3,2,1,12,321,321,1,0,0,4,2,4,0.0,2.034,6.972,1.482,0.692
3,2,1,12,322,322,1,1,0,4,2,4,0.0,2.126,7.504,0.724,1.881
3,2,1,12,323,323,4,0,0,3,3,5,0.5,1.828,3.187,0.435,0.731
3,2,1,12,324,324,2,0,0,1,1,5,0.5,2.123,4.852,0.818,0.84
3,2,1,12,325,325,3,0,0,2,4,4,0.0,2.161,9.559,0.595,0.444
3,2,1,12,326,326,1,0,0,1,1,5,1.0,1.992,2.464,0.692,0.598
3,2,1,13,327,327,3,0,0,4,2,5,0.5,1.881,11.406,0.625,0.9
3,2,1,13,328,328,3,1,0,4,2,4,0.5,1.972,7.171,1.242,1.676
3,2,1,13,329,329,1,0,0,1,1,5,1.0,1.801,3.79,0.349,0.853
3,2,1,13,330,330,3,0,0,4,2,6,0.5,2.052,2.044,0.35,3.001
3,2,1,13,331,331,2,0,0,3,3,5,0.0,2.177,5.374,0.355,0.925
3,2,1,13,332,332,1,0,0,4,2,5,0.0,1.969,8.421,0.331,0.81
3,2,1,13,333,333,4,0,0,2,4,5,0.0,2.126,12.418,0.477,1.429
3,2,1,13,334,334,4,1,0,4,2,5,1.0,1.809,4.797,0.752,0.766
3,2,1,13,335,335,2,0,0,4,2,5,0.0,2.128,9.871,0.743,0.801
3,2,1,13,336,336,2,0,0,4,2,5,0.0,1.932,12.059,0.321,0.941
3,2,1,13,337,337,1,1,0,4,2,6,0.0,2.144,1.407,0.219,9.381
3,2,1,13,338,338,2,0,0,2,4,5,1.0,2.084,2.251,0.259,0.912
3,2,1,13,339,339,1,0,0,1,1,6,1.0,2.112,4.55,0.57,0.621
3,2,1,13,340,340,4,1,0,3,3,5,0.5,2.047,4.455,0.827,0.587
3,2,1,13,341,341,1,0,0,2,4,4,0.5,1.84,3.527,1.977,0.828
3,2,1,13,342,342,3,0,0,3,3,5,1.0,1.891,5.316,0.836,0.75
3,2,1,13,343,343,2,1,0,1,1,3,0.5,1.914,7.013,0.497,0.795
3,2,1,13,344,344,4,0,0,4,2,5,1.0,2.091,4.525,1.191,0.794
3,2,1,13,345,345,4,1,0,2,4,4,0.0,2.168,5.894,1.214,0.747
3,2,1,13,346,346,4,1,0,4,2,4,1.0,1.835,8.709,0.763,16.524
3,2,1,13,347,347,3,1,0,2,4,4,0.0,2.047,11.08,1.215,0.515
3,2,1,13,348,348,2,0,0,1,1,4,0.5,1.988,0.835,0.403,0.467
3,2,1,13,349,349,2,0,0,1,1,5,0.5,2.053,6.554,0.489,0.508
3,2,2,1,350,350,4,1,0,4,2,6,1.0,1.869,5.089,0.958,1.539
3,2,2,1,351,351,4,0,0,3,3,5,0.5,1.925,3.357,0.926,1.276
3,2,2,1,352,352,4,0,0,4,2,4,1.0,1.933,7.382,1.083,0.84
3,2,2,1,353,353,2,0,0,2,4,5,1.0,1.826,0.962,0.57,0.636
3,2,2,1,354,354,3,0,0,2,4,5,0.0,2.095,6.729,0.534,0.54
3,2,2,1,355,355,2,0,0,1,1,4,0.5,1.876,5.256,1.288,1.52
3,2,2,1,356,356,3,0,0,3,3,6,1.0,1.862,0.992,0.362,0.555
3,2,2,1,357,357,3,0,0,3,3,6,1.0,2.143,3.744,0.567,0.555
3,2,2,1,358,358,3,0,0,4,2,5,0.5,2.071,9.278,0.971,2.004
3,2,2,1,359,359,1,0,0,1,1,5,1.0,2.089,1.581,0.423,0.54
3,2,2,1,360,360,4,0,0,3,3,4,0.5,1.948,6.769,0.9,1.236
3,2,2,1,361,361,4,0,0,4,2,4,1.0,2.131,7.644,0.674,0.668
3,2,2,1,362,362,4,0,0,1,1,5,0.0,2.119,4.743,0.472,0.954
3,2,2,1,363,363,4,1,0,4,2,5,1.0,1.874,5.644,0.518,0.557
3,2,2,1,364,364,2,0,0,4,2,4,0.0,1.849,11.247,0.789,0.598
3,2,2,1,365,365,3,1,0,3,3,4,1.0,1.885,5.361,0.865,0.531
3,2,2,1,366,366,1,0,0,1,1,5,1.0,1.92,6.151,1.393,0.465
3,2,2,1,367,367,4,1,0,2,4,4,0.0,1.843,3.395,1.459,0.733
3,2,2,1,368,368,1,1,0,1,1,5,1.0,1.923,7.733,1.872,0.504
3,2,2,1,369,369,3,0,0,4,2,4,0.5,1.909,11.274,0.65,1.42
3,2,2,1,370,370,2,0,0,3,3,2,0.0,1.956,15.538,0.738,1.106
3,2,2,1,371,371,3,0,0,3,3,5,1.0,1.86,0.787,0.397,0.493
3,2,2,1,372,372,2,0,0,4,2,5,0.0,1.834,3.525,0.78,0.893
3,2,2,1,373,373,1,0,0,1,1,6,1.0,1.931,1.052,0.202,0.636
3,2,2,1,374,374,1,1,0,2,4,4,0.5,1.933,5.274,0.347,0.436
3,2,2,1,375,375,3,0,0,4,2,5,0.5,2.196,3.083,0.956,0.507
3,2,2,1,376,376,2,1,0,2,4,6,1.0,1.917,0.498,0.44,0.334
3,2,2,1,377,377,2,1,0,4,2,5,0.0,2.042,5.957,0.465,0.709
3,2,2,2,378,378,2,1,0,3,3,5,0.0,2.012,8.475,1.431,8.032
3,2,2,2,379,379,3,0,0,3,3,3,1.0,1.898,9.214,0.967,6.901
3,2,2,2,380,380,1,0,0,1,1,5,1.0,1.92,8.496,0.388,0.892
3,2,2,2,381,381,3,0,0,4,2,5,0.5,1.937,3.444,1.388,8.915
3,2,2,2,382,382,2,0,0,4,2,5,0.0,1.852,6.643,0.682,7.453
3,2,2,2,383,383,2,0,0,3,3,3,0.0,2.009,14.599,1.218,0.564
3,2,2,2,384,384,4,0,0,2,4,4,0.0,1.972,4.755,0.97,5.732
3,2,2,2,385,385,2,1,0,2,4,6,1.0,1.969,0.87,0.428,0.765
3,2,2,2,386,386,3,1,0,1,1,6,0.0,1.811,1.7,0.239,2.405
3,2,2,2,387,387,4,0,0,4,2,6,1.0,1.861,2.091,0.393,0.532
3,2,2,2,388,388,4,0,0,4,2,5,1.0,2.177,11.191,0.138,3.476
3,2,2,2,389,389,1,1,0,4,2,4,0.0,2.096,6.056,0.72,1.279
3,2,2,2,390,390,2,0,0,2,4,6,1.0,1.932,0.587,0.21,0.343
3,2,2,2,391,391,3,0,0,4,2,5,0.5,1.966,5.786,0.642,0.71
3,2,2,2,392,392,1,0,0,4,2,5,0.0,2.189,6.834,0.147,0.669
3,2,2,2,393,393,1,0,0,1,1,6,1.0,2.035,0.236,0.646,0.499
3,2,2,2,394,394,1,0,0,4,2,5,0.0,1.82,3.178,0.603,1.085
3,2,2,2,395,395,3,0,0,3,3,5,1.0,2.148,6.011,0.225,0.553
3,2,2,2,396,396,4,0,0,3,3,4,0.5,1.944,6.391,0.523,11.247
3,2,2,2,397,397,3,0,0,3,3,5,1.0,2.173,0.715,0.858,0.75
3,2,2,2,398,398,2,1,0,4,2,5,0.0,2.095,9.128,0.42,0.84
3,2,2,2,399,399,1,0,0,1,1,5,1.0,1.987,3.996,0.368,2.341
3,2,2,2,400,400,1,0,0,1,1,5,1.0,2.034,4.526,0.42,0.594
3,2,2,3,401,401,3,0,0,4,2,5,0.5,1.854,3.954,0.313,0.475
3,2,2,3,402,402,4,1,0,4,2,5,1.0,1.972,8.818,0.452,0.523
3,2,2,3,403,403,2,0,0,1,1,4,0.5,1.901,5.97,0.535,1.41
3,2,2,3,404,404,1,1,0,1,1,6,1.0,2.039,1.64,0.248,0.358
3,2,2,3,405,405,3,0,0,3,3,5,1.0,1.803,2.339,0.252,0.448
3,2,2,3,406,406,1,1,0,4,2,5,0.0,2.196,5.572,0.193,0.6
3,2,2,3,407,407,1,0,0,1,1,5,1.0,2.034,4.981,0.257,0.573
3,2,2,3,408,408,4,0,0,2,4,4,0.0,1.804,1.659,0.734,2.647
3,2,2,3,409,409,4,0,0,3,3,4,0.5,1.891,5.508,1.139,0.572
3,2,2,3,410,410,4,0,0,4,2,4,1.0,1.924,1.667,0.628,0.728
3,2,2,3,411,411,3,0,0,3,3,5,1.0,1.945,2.823,0.61,0.789
3,2,2,3,412,412,3,1,0,3,3,4,1.0,1.814,7.761,0.292,0.51
3,2,2,3,413,413,2,0,0,2,4,6,1.0,1.948,3.868,0.303,0.393
3,2,2,3,414,414,2,0,0,1,1,3,0.5,1.851,4.957,0.56,0.768
3,2,2,3,415,415,1,0,0,1,1,6,1.0,2.024,0.535,0.169,0.413
3,2,2,3,416,416,2,0,0,2,4,6,1.0,1.845,0.851,0.232,0.3
3,2,2,3,417,417,1,0,0,1,1,4,1.0,1.825,3.822,0.571,0.501
3,2,2,3,418,418,2,1,0,3,3,5,0.0,2.022,1.737,0.688,0.612
3,2,2,3,419,419,4,1,0,4,2,4,1.0,2.127,12.992,0.423,0.688
3,2,2,3,420,420,2,1,0,2,4,4,1.0,1.944,8.783,0.285,0.478
3,2,2,3,421,421,4,1,0,4,2,4,1.0,2.124,9.899,0.649,0.488
3,2,2,3,422,422,3,0,0,1,1,5,0.0,1.899,2.1,0.46,0.548
3,2,2,3,423,423,4,0,0,1,1,6,0.0,1.892,7.3,1.066,5.605
3,2,2,3,424,424,4,0,0,3,3,4,0.5,1.851,4.547,0.079,0.532
3,2,2,3,425,425,4,0,0,4,2,4,1.0,2.014,5.426,0.987,1.941
3,2,2,3,426,426,4,0,0,2,4,5,0.0,2.06,3.17,0.923,0.533
3,2,2,3,427,427,1,0,0,2,4,5,0.5,2.188,3.602,0.594,0.62
3,2,2,3,428,428,3,0,0,3,3,6,1.0,2.024,0.134,0.162,1.108
3,2,2,3,429,429,3,0,0,4,2,5,0.5,2.035,5.469,0.316,0.828
3,2,2,3,430,430,1,0,0,1,1,5,1.0,2.1,5.836,0.569,0.588
3,2,2,4,431,431,3,0,0,3,3,6,1.0,2.166,1.013,0.512,0.429
3,2,2,4,432,432,2,0,0,2,4,6,1.0,2.085,3.131,0.284,0.422
3,2,2,4,433,433,1,0,0,1,1,6,1.0,1.829,1.786,0.214,0.334
3,2,2,4,434,434,1,1,0,1,1,5,1.0,2.052,3.707,0.422,0.477
3,2,2,4,435,435,3,1,0,4,2,5,0.5,1.931,4.997,0.55,0.474
3,2,2,4,436,436,3,1,0,4,2,5,0.5,2.034,3.981,0.237,0.668
3,2,2,4,437,437,2,0,0,3,3,5,0.0,1.944,2.375,0.513,0.773
3,2,2,4,438,438,1,1,0,3,3,4,0.0,1.875,13.292,0.059,1.078
3,2,2,4,439,439,2,0,0,2,4,6,1.0,1.838,3.497,0.211,0.293
3,2,2,4,440,440,2,0,0,2,4,4,1.0,1.885,1.41,0.259,0.477
3,2,2,4,441,441,4,0,0,1,1,4,0.0,2.021,4.433,0.218,2.139
3,2,2,4,442,442,2,0,0,1,1,4,0.5,2.07,10.113,0.231,0.971
3,2,2,4,443,443,1,0,0,1,1,4,1.0,1.981,4.361,0.685,0.476
3,2,2,4,444,444,4,0,0,1,1,5,0.0,1.957,2.858,0.362,6.069
3,2,2,4,445,445,3,0,0,3,3,6,1.0,2.025,1.269,0.066,0.356
3,2,2,4,446,446,3,1,0,3,3,5,1.0,1.92,5.639,0.454,0.445
3,2,2,4,447,447,2,1,0,2,4,6,1.0,1.871,6.905,0.255,0.317
3,2,2,4,448,448,4,1,0,4,2,6,1.0,1.961,5.038,0.538,0.496
3,2,2,4,449,449,2,1,0,4,2,4,0.0,2.127,12.984,0.119,0.435
3,2,2,4,450,450,2,0,0,2,4,6,1.0,2.122,3.549,0.133,0.423
3,2,2,4,451,451,4,0,0,4,2,6,1.0,1.86,2.795,0.685,0.24
3,2,2,4,452,452,1,0,0,2,4,6,0.5,1.823,4.432,0.062,0.512
3,2,2,4,453,453,3,0,0,3,3,5,1.0,1.952,4.36,0.165,0.733
3,2,2,4,454,454,3,0,0,1,1,5,0.0,1.829,7.098,0.226,1.308
3,2,2,4,455,455,1,0,0,4,2,5,0.0,1.908,7.699,0.401,0.534
3,2,2,4,456,456,2,0,0,1,1,4,0.5,1.805,14.186,0.285,0.626
3,2,2,4,457,457,4,1,0,2,4,4,0.0,1.844,9.979,0.145,0.581
3,2,2,4,458,458,3,1,0,3,3,4,1.0,1.995,9.228,0.838,0.742
3,2,2,5,459,459,4,0,0,3,3,5,0.5,1.908,10.013,0.72,9.698
3,2,2,5,460,460,3,0,0,4,2,6,0.5,2.178,5.341,0.699,3.244
3,2,2,5,461,461,2,1,0,2,4,6,1.0,1.962,0.852,0.304,0.477
3,2,2,5,462,462,2,0,0,2,4,4,1.0,1.946,13.604,0.664,3.367
3,2,2,5,463,463,1,1,0,1,1,4,1.0,2.172,5.786,0.549,7.957
3,2,2,5,464,464,1,0,0,1,1,6,1.0,2.026,1.013,0.156,0.368
3,2,2,5,465,465,1,0,0,3,3,3,0.0,1.887,12.729,1.18,0.844
3,2,2,5,466,466,1,0,0,1,1,5,1.0,1.997,3.61,0.888,0.446
3,2,2,5,467,467,4,0,0,3,3,5,0.5,1.849,15.358,0.227,4.588
3,2,2,5,468,468,4,0,0,4,2,6,1.0,1.912,0.999,0.648,0.645
3,2,2,5,469,469,2,0,0,2,4,6,1.0,2.093,0.739,0.135,0.59
3,2,2,5,470,470,4,0,0,1,1,4,0.0,2.175,4.472,0.314,7.22
3,2,2,5,471,471,1,0,0,4,2,4,0.0,1.936,9.023,0.185,0.573
3,2,2,5,472,472,2,0,0,2,4,5,1.0,1.939,5.94,0.496,1.316
3,2,2,5,473,473,3,1,0,4,2,6,0.5,1.801,3.271,0.351,5.284
3,2,2,5,474,474,4,1,0,4,2,5,1.0,2.064,4.07,0.823,0.877
3,2,2,5,475,475,3,1,0,4,2,5,0.5,2.108,5.172,0.35,5.649
3,2,2,5,476,476,1,1,0,4,2,4,0.0,2.02,11.851,0.429,0.789
3,2,2,5,477,477,4,0,0,1,1,5,0.0,1.988,2.507,0.602,5.059
3,2,2,5,478,478,3,0,0,4,2,5,0.5,1.934,3.122,0.375,0.579
3,2,2,5,479,479,4,0,0,2,4,5,0.0,2.129,12.702,0.435,0.624
3,2,2,5,480,480,4,0,0,4,2,5,1.0,1.971,5.892,0.291,2.245
3,2,2,6,481,481,1,1,0,1,1,6,1.0,1.944,3.389,0.533,5.738
3,2,2,6,482,482,2,1,0,2,4,6,1.0,1.83,1.345,0.575,0.449
3,2,2,6,483,483,2,0,0,3,3,5,0.0,1.971,8.94,0.308,8.397
3,2,2,6,484,484,1,0,0,1,1,6,1.0,1.981,6.155,0.545,2.717
3,2,2,6,485,485,2,0,0,2,4,4,1.0,1.883,8.899,1.818,6.482
3,2,2,6,486,486,4,0,0,4,2,5,1.0,1.819,9.668,0.924,0.813
3,2,2,6,487,487,3,0,0,4,2,5,0.5,2.158,5.305,0.383,4.747
3,2,2,6,488,488,4,0,0,2,4,6,0.0,1.908,7.155,0.371,9.688
3,2,2,6,489,489,2,1,0,2,4,5,1.0,2.177,4.359,0.176,13.39
3,2,2,6,490,490,3,0,0,2,4,5,0.0,2.063,10.072,1.939,1.204
3,2,2,6,491,491,2,0,0,2,4,5,1.0,2.183,3.966,1.89,0.581
3,2,2,6,492,492,2,0,0,3,3,5,0.0,2.149,6.626,1.424,0.685
3,2,2,6,493,493,3,0,0,3,3,6,1.0,2.055,1.791,2.611,1.421
3,2,2,6,494,494,1,1,0,3,3,6,0.0,1.978,8.75,0.37,4.124
3,2,2,6,495,495,3,0,0,4,2,4,0.5,1.917,7.442,0.948,4.261
3,2,2,6,496,496,4,0,0,1,1,5,0.0,2.108,2.699,0.292,10.9
3,2,2,6,497,497,1,0,0,2,4,1,0.5,1.888,5.247,2.178,3.133
3,2,2,6,498,498,3,1,0,2,4,6,0.0,2.04,1.151,0.794,2.26
3,2,2,6,499,499,1,0,0,1,1,5,1.0,1.862,9.488,0.578,1.045
3,2,2,6,500,500,4,0,0,4,2,5,1.0,1.971,7.732,0.589,2.346
3,2,2,7,501,501,1,0,0,3,3,5,0.0,2.128,7.434,0.061,1.934
3,2,2,7,502,502,3,1,0,2,4,5,0.0,2.022,7.385,0.696,3.382
3,2,2,7,503,503,3,0,0,1,1,5,0.0,1.802,6.837,0.448,2.86
3,2,2,7,504,504,4,0,0,1,1,5,0.0,1.875,3.316,0.991,5.903
3,2,2,7,505,505,2,0,0,2,4,6,1.0,2.154,2.612,0.079,5.046
3,2,2,7,506,506,2,0,0,4,2,4,0.0,2.185,19.414,1.623,0.532
3,2,2,7,507,507,3,1,0,3,3,6,1.0,1.913,0.534,0.426,0.455
3,2,2,7,508,508,2,0,0,4,2,4,0.0,2.04,19.536,0.145,0.63
3,2,2,7,509,509,3,0,0,3,3,6,1.0,1.815,1.624,0.159,0.35
3,2,2,7,510,510,4,0,0,1,1,4,0.0,2.042,8.22,1.17,1.027
3,2,2,7,511,511,4,0,0,4,2,5,1.0,1.9,9.035,0.674,8.156
3,2,2,7,512,512,2,0,0,2,4,5,1.0,1.904,4.199,1.548,2.021
3,2,2,7,513,513,2,0,0,2,4,6,1.0,1.829,4.53,0.648,0.444
3,2,2,7,514,514,3,1,0,2,4,6,0.0,1.801,13.414,0.274,0.429
3,2,2,7,515,515,1,0,0,3,3,5,0.0,1.819,6.556,0.538,1.2
3,2,2,7,516,516,3,0,0,1,1,4,0.0,2.107,2.444,0.538,0.961
3,2,2,7,517,517,1,0,0,1,1,6,1.0,2.2,0.68,0.322,9.052
3,2,2,7,518,518,3,0,0,3,3,6,1.0,1.81,1.237,0.012,0.565
3,2,2,7,519,519,2,1,0,2,4,6,1.0,2.189,3.298,0.553,0.789
3,2,2,7,520,520,1,0,0,1,1,5,1.0,1.933,11.29,0.478,11.172
3,2,2,7,521,521,4,0,0,4,2,5,1.0,1.825,14.479,0.38,5.758
3,2,2,8,522,522,3,1,0,4,2,5,0.5,1.887,18.263,0.398,0.807
3,2,2,8,523,523,1,0,0,1,1,4,1.0,1.858,12.941,0.441,5.14
3,2,2,8,524,524,1,0,0,1,1,6,1.0,1.898,3.094,0.363,0.308
3,2,2,8,525,525,4,0,0,4,2,5,1.0,1.996,4.548,0.191,0.635
3,2,2,8,526,526,3,0,0,3,3,6,1.0,2.136,2.455,0.499,0.245
3,2,2,8,527,527,1,0,0,1,1,6,1.0,2.129,0.679,0.099,0.273
3,2,2,8,528,528,4,0,0,4,2,5,1.0,2.148,6.067,0.365,0.408
3,2,2,8,529,529,2,0,0,2,4,5,1.0,2.125,3.187,0.252,0.446
3,2,2,8,530,530,1,1,0,1,1,4,1.0,2.067,4.452,0.197,0.503
3,2,2,8,531,531,2,0,0,2,4,5,1.0,1.938,5.15,1.237,0.34
3,2,2,8,532,532,4,0,0,4,2,6,1.0,1.87,3.001,0.267,0.349
3,2,2,8,533,533,3,1,0,4,2,4,0.5,2.107,11.771,0.306,0.532
3,2,2,8,534,534,2,1,0,4,2,5,0.0,2.079,11.688,0.649,3.289
3,2,2,8,535,535,3,0,0,4,2,5,0.5,2.03,3.88,0.121,10.494
3,2,2,8,536,536,1,1,0,1,1,4,1.0,2.012,2.723,0.601,0.517
3,2,2,8,537,537,2,1,0,4,2,5,0.0,2.167,15.408,0.627,0.478
3,2,2,8,538,538,2,0,0,2,4,6,1.0,1.912,0.999,0.28,0.268
3,2,2,8,539,539,2,0,0,2,4,5,1.0,2.009,0.462,0.734,0.413
3,2,2,8,540,540,1,0,0,4,2,4,0.0,2.045,6.8,0.101,0.622
3,2,2,8,541,541,1,1,0,1,1,6,1.0,2.125,1.986,0.362,0.419
3,2,2,8,542,542,4,0,0,4,2,6,1.0,2.087,0.952,0.738,0.478
3,2,2,8,543,543,2,1,0,2,4,6,1.0,2.158,0.37,0.14,0.244
3,2,2,8,544,544,2,0,0,3,3,4,0.0,2.127,8.305,1.092,0.438
3,2,2,8,545,545,1,0,0,1,1,6,1.0,1.924,0.811,0.207,2.157
3,2,2,8,546,546,1,0,0,1,1,4,1.0,1.818,6.462,0.836,0.445
3,2,2,8,547,547,4,0,0,4,2,6,1.0,2.058,6.3,0.882,0.415
3,2,2,8,548,548,4,0,0,2,4,6,0.0,1.82,5.177,0.414,0.433
3,2,2,9,549,549,3,0,0,3,3,5,1.0,1.848,4.444,0.22,0.302
3,2,2,9,550,550,3,0,0,2,4,4,0.0,2.055,3.016,0.066,0.484
3,2,2,9,551,551,1,0,0,1,1,4,1.0,2.094,13.857,0.187,0.228
3,2,2,9,552,552,3,1,0,4,2,6,0.5,1.81,7.27,0.953,0.464
3,2,2,9,553,553,3,1,0,2,4,5,0.0,2.033,16.334,1.441,0.313
3,2,2,9,554,554,2,0,0,2,4,5,1.0,1.974,17.777,0.477,0.471
3,2,2,9,555,555,4,1,0,4,2,6,1.0,1.907,7.269,0.876,0.661
3,2,2,9,556,556,1,0,0,2,4,5,0.5,1.822,5.209,0.627,0.716
3,2,2,9,557,557,4,0,0,1,1,5,0.0,1.993,7.886,0.644,0.62
3,2,2,9,558,558,3,1,0,2,4,6,0.0,2.132,4.444,0.022,3.18
3,2,2,9,559,559,4,1,0,3,3,5,0.5,2.035,1.924,0.965,0.497
3,2,2,9,560,560,2,0,0,3,3,4,0.0,2.153,10.293,0.373,0.374
3,2,2,9,561,561,4,0,0,4,2,5,1.0,1.863,7.296,0.364,3.633
3,2,2,9,562,562,4,1,0,4,2,5,1.0,2.083,11.74,1.235,16.482
3,2,2,9,563,563,3,1,0,4,2,5,0.5,1.953,5.358,0.148,3.685
3,2,2,9,564,564,3,1,0,2,4,4,0.0,1.856,7.791,0.172,3.87
3,2,2,9,565,565,3,0,0,4,2,5,0.5,2.159,1.81,0.401,0.498
3,2,2,9,566,566,4,0,0,4,2,6,1.0,1.887,1.479,0.267,0.327
3,2,2,9,567,567,1,0,0,1,1,6,1.0,2.117,2.387,0.093,0.605
3,2,2,9,568,568,1,0,0,3,3,5,0.0,1.892,4.947,0.148,0.261
3,2,2,9,569,569,4,1,0,4,2,6,1.0,2.0,1.359,0.013,0.212
3,2,2,9,570,570,2,0,0,1,1,6,0.5,1.854,0.937,0.016,0.243
3,2,2,9,571,571,3,0,0,3,3,6,1.0,2.152,0.319,0.031,0.19
3,2,2,9,572,572,2,1,0,3,3,5,0.0,1.801,5.671,0.077,0.389
3,2,2,9,573,573,1,0,0,1,1,6,1.0,2.01,2.637,0.026,0.175
3,2,2,10,574,574,4,0,0,4,2,5,1.0,2.114,1.735,0.898,0.74
3,2,2,10,575,575,1,1,0,1,1,6,1.0,1.933,3.818,0.644,0.651
3,2,2,10,576,576,4,1,0,4,2,5,1.0,1.912,2.143,0.474,0.992
3,2,2,10,577,577,4,0,0,3,3,5,0.5,2.061,6.082,0.473,2.515
3,2,2,10,578,578,3,0,0,3,3,6,1.0,1.919,3.488,0.281,0.949
3,2,2,10,579,579,4,0,0,4,2,5,1.0,2.005,5.058,0.264,0.556
3,2,2,10,580,580,3,1,0,3,3,6,1.0,2.133,0.402,0.8,0.336
3,2,2,10,581,581,3,0,0,4,2,4,0.5,2.097,6.198,0.442,1.049
3,2,2,10,582,582,4,0,0,1,1,5,0.0,2.137,4.085,0.884,1.853
3,2,2,10,583,583,2,1,0,2,4,5,1.0,1.88,7.815,0.796,0.492
3,2,2,10,584,584,3,0,0,4,2,4,0.5,1.901,4.978,1.025,1.828
3,2,2,10,585,585,3,0,0,3,3,5,1.0,2.088,9.759,0.728,0.668
3,2,2,10,586,586,2,0,0,4,2,4,0.0,2.075,6.604,0.538,1.407
3,2,2,10,587,587,3,0,0,1,1,5,0.0,2.041,2.47,0.476,1.372
3,2,2,10,588,588,3,0,0,4,2,5,0.5,1.967,3.353,0.757,1.156
3,2,2,10,589,589,2,1,0,3,3,6,0.0,1.838,3.425,0.857,0.611
3,2,2,10,590,590,3,0,0,3,3,5,1.0,1.905,2.839,0.137,0.373
3,2,2,10,591,591,1,0,0,1,1,4,1.0,2.13,3.925,1.398,0.519
3,2,2,10,592,592,3,0,0,2,4,6,0.0,2.072,1.791,0.364,1.845
3,2,2,10,593,593,3,0,0,2,4,4,0.0,2.022,1.642,0.907,0.654
3,2,2,10,594,594,3,1,0,3,3,6,1.0,2.092,2.883,0.151,0.459
3,2,2,10,595,595,2,1,0,2,4,4,1.0,2.19,4.585,0.432,0.462
3,2,2,10,596,596,4,0,0,4,2,5,1.0,2.139,7.612,0.307,4.334
3,2,2,10,597,597,1,0,0,1,1,4,1.0,2.091,3.044,0.63,4.644
3,2,2,10,598,598,1,1,0,4,2,5,0.0,1.892,3.46,0.644,3.87
3,2,2,10,599,599,4,1,0,4,2,5,1.0,2.197,2.434,0.31,0.686
3,2,2,10,600,600,4,0,0,4,2,6,1.0,2.17,4.636,0.356,0.49
3,2,2,10,601,601,4,0,0,4,2,5,1.0,1.981,3.881,0.772,0.662
3,2,2,10,602,602,2,0,0,2,4,6,1.0,1.9,11.723,0.489,0.452
3,2,2,11,603,603,1,0,0,1,1,5,1.0,2.004,0.553,0.7,0.373
3,2,2,11,604,604,2,0,0,2,4,4,1.0,2.099,2.925,0.292,0.782
3,2,2,11,605,605,4,0,0,4,2,5,1.0,2.113,2.958,0.467,0.748
3,2,2,11,606,606,4,0,0,3,3,5,0.5,2.182,7.289,0.22,1.715
3,2,2,11,607,607,4,0,0,4,2,5,1.0,1.943,4.744,0.274,0.537
3,2,2,11,608,608,3,0,0,3,3,5,1.0,2.187,5.453,0.266,0.538
3,2,2,11,609,609,1,1,0,1,1,6,1.0,1.892,4.355,0.242,0.33
3,2,2,11,610,610,2,0,0,2,4,6,1.0,1.806,0.746,0.221,0.34
3,2,2,11,611,611,1,0,0,1,1,6,1.0,2.152,3.36,0.072,0.326
3,2,2,11,612,612,4,0,0,1,1,5,0.0,1.823,8.233,0.111,0.926
3,2,2,11,613,613,3,0,0,4,2,6,0.5,1.883,3.268,0.59,4.244
3,2,2,11,614,614,3,0,0,3,3,6,1.0,2.082,3.093,0.291,0.331
3,2,2,11,615,615,4,0,0,4,2,5,1.0,1.884,2.323,0.532,0.517
3,2,2,11,616,616,4,0,0,4,2,6,1.0,1.927,1.936,0.413,0.429
3,2,2,11,617,617,3,0,0,1,1,5,0.0,2.186,7.485,0.164,0.654
3,2,2,11,618,618,4,1,0,3,3,5,0.5,1.873,5.479,0.101,2.005
3,2,2,11,619,619,2,1,0,2,4,5,1.0,2.11,3.977,0.479,0.623
3,2,2,11,620,620,1,0,0,2,4,6,0.5,2.038,6.783,0.191,1.036
3,2,2,11,621,621,1,1,0,2,4,4,0.5,1.912,15.551,0.413,0.596
3,2,2,11,622,622,4,0,0,4,2,5,1.0,1.819,7.34,0.202,0.517
3,2,2,11,623,623,2,1,0,2,4,6,1.0,1.875,2.437,0.128,0.301
3,2,2,11,624,624,1,0,0,1,1,6,1.0,2.134,1.536,0.025,0.366
3,2,2,11,625,625,4,0,0,4,2,6,1.0,1.816,2.182,0.486,0.396
3,2,2,11,626,626,2,0,0,2,4,6,1.0,2.171,2.508,0.228,0.432
3,2,2,11,627,627,3,1,0,2,4,4,0.0,2.032,5.024,0.47,0.596
3,2,2,11,628,628,2,0,0,2,4,4,1.0,2.089,10.774,0.784,0.614
3,2,2,11,629,629,1,1,0,4,2,5,0.0,2.074,8.061,0.705,1.509
3,2,2,11,630,630,1,0,0,1,1,5,1.0,1.983,12.168,0.47,4.351
3,2,2,11,631,631,1,0,0,1,1,6,1.0,1.945,2.75,0.314,0.553
