seqID,iSession,iRun,iTrial,stiID,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
1,2,9,691,691,2,1,0,2,4,4,1,1.114,0.361,0.391,0.317
1,2,9,692,692,2,0,0,2,4,4,1,1.028,1.455,0.382,0.342
1,2,9,693,693,4,0,0,4,2,4,1,1.302,0.372,0.330,0.350
1,2,9,694,694,1,0,0,2,4,4,5.000000e-01,1.312,1.202,0.284,0.436
1,2,9,695,695,4,1,0,4,2,3,1,1.276,1.054,0.230,0.448
1,2,9,696,696,3,0,0,4,2,3,5.000000e-01,1.345,4.298,0.303,0.382
1,2,9,697,697,4,0,0,4,2,3,1,1.214,1.019,0.072,0.443
1,2,9,698,698,3,0,0,1,1,2,0,1.420,8.936,0.275,0.439
1,2,9,699,699,1,1,0,2,4,5,5.000000e-01,1.474,0.272,0.263,0.751
1,2,9,700,700,3,0,0,4,2,3,5.000000e-01,1.438,1.013,0.241,0.439
1,2,9,701,701,1,0,0,3,3,3,0,1.026,2.418,0.410,0.579
1,2,9,702,702,1,0,0,1,1,4,1,1.042,0.386,0.461,0.371
1,2,9,703,703,1,1,0,1,1,4,1,1.297,2.114,0.521,0.347
1,2,9,704,704,2,1,0,3,3,3,0,1.181,2.085,0.158,0.395
1,2,9,705,705,4,0,0,4,2,3,1,1.113,5.306,0.244,0.382
1,2,9,706,706,3,1,0,4,2,3,5.000000e-01,1.321,2.017,0.223,0.450
1,2,9,707,707,3,1,0,4,2,3,5.000000e-01,1.029,1.324,0.165,0.441
1,2,9,708,708,3,1,0,3,3,3,1,1.368,2.290,0.317,0.382
1,2,9,709,709,2,0,0,2,4,4,1,1.486,0.829,0.403,0.554
1,2,9,710,710,3,0,0,4,2,3,5.000000e-01,1.262,4.261,0.254,0.613
1,2,9,711,711,2,0,0,2,4,4,1,1.142,1.413,0.509,0.411
1,2,9,712,712,4,1,0,4,2,3,1,1.114,3.729,0.237,0.390
1,2,9,713,713,4,0,0,4,2,3,1,1.026,0.400,0.294,0.417
1,2,9,714,714,2,1,0,4,2,3,0,1.021,0.934,0.246,0.625
1,2,9,715,715,3,0,0,1,1,3,0,1.500,1.262,0.295,0.620
1,2,9,716,716,3,0,0,1,1,3,0,1.228,1.519,0.406,1.195
1,2,9,717,717,3,0,0,4,2,2,5.000000e-01,1.443,2.104,1.971,0.453
1,2,9,718,718,1,0,0,2,4,4,5.000000e-01,1.053,1.222,0.339,0.793
1,2,9,719,719,4,0,0,4,2,2,1,1.105,11.722,0.820,0.521
1,2,9,720,720,1,0,0,2,4,4,5.000000e-01,1.302,0.933,0.444,0.978
