condition,iSession,iBlock,iTrial,stiID,probCat1,probCat2,ambiguous,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,2,1,27,19,0.689,0.311,0,1,1,4,0,1.287,0.942,9.135
1,2,1,28,43,0.053,0.947,0,2,2,6,1,0.964,0.8,6.702
1,2,1,29,26,0.021,0.979,0,2,2,6,1,1.059,0.812,11.256
1,2,1,30,64,0.903,0.097,0,1,1,6,1,0.962,1.79,5.274
1,2,1,31,22,0.364,0.636,0,2,2,6,1,2.085,0.813,10.189
1,2,1,32,3,0.07,0.93,0,2,2,6,1,0.927,0.262,3.043
1,2,1,33,59,0.181,0.819,0,2,2,3,1,2.3,1.036,7.313
1,2,1,34,27,0.026,0.974,0,2,2,6,1,0.896,0.664,4.421
1,2,1,35,49,0.922,0.078,0,1,1,6,1,1.009,0.252,3.054
1,2,1,36,52,0.051,0.949,0,2,2,6,1,0.989,0.816,4.477
1,2,1,37,23,0.036,0.964,0,2,2,6,1,1.032,0.858,4.871
1,2,1,38,5,0.076,0.924,0,2,2,6,1,1.046,0.992,6.055
1,2,1,39,6,0.844,0.156,0,1,1,6,1,1.077,0.846,4.507
1,2,1,40,57,0.801,0.199,0,1,1,6,1,0.976,0.492,5.089
1,2,1,41,28,0.442,0.558,1,1,1,6,1,1.431,0.744,9.393
1,2,1,42,10,0.957,0.043,0,1,1,6,1,1.078,0.573,6.635
1,2,1,43,55,0.243,0.757,0,2,2,6,0,1.159,0.78,7.251
1,2,1,44,35,0.583,0.417,1,2,2,5,0,2.032,0.914,6.849
1,2,1,45,29,0.953,0.047,0,1,1,6,1,0.921,0.087,3.542
1,2,1,46,17,0.415,0.585,1,1,1,4,1,3.483,0.77,9.058
1,2,1,47,33,0.061,0.939,0,2,2,6,1,0.847,0.777,3.44
1,2,1,48,8,0.385,0.615,0,1,1,1,1,1.31,2.285,6.678
1,2,1,49,38,0.239,0.761,0,2,2,6,1,2.321,0.784,4.695
1,2,1,50,12,0.95,0.05,0,1,1,6,1,1.067,0.379,3.924
1,2,1,51,42,0.333,0.667,0,2,2,6,1,1.931,0.665,5.349
1,2,1,52,13,0.677,0.323,0,1,1,5,1,2.243,0.981,5.502
1,2,1,53,2,0.797,0.203,0,1,1,6,1,0.889,1.657,6.243
1,2,1,54,15,0.938,0.062,0,1,1,6,1,1.06,0.262,2.486
1,2,1,55,16,0.026,0.974,0,2,2,6,1,1.021,0.704,4.963
1,2,1,56,30,0.95,0.05,0,1,1,6,1,1.004,0.711,7.463
1,2,1,57,25,0.941,0.059,0,1,1,6,1,1.344,1.055,4.921
1,2,1,58,54,0.147,0.853,0,2,2,5,1,1.083,1.068,12.609
1,2,1,59,14,0.071,0.929,0,2,2,6,1,0.958,0.74,11.637
1,2,1,60,45,0.008,0.992,0,2,2,6,1,0.897,1.088,3.979
1,2,1,61,36,0.755,0.245,0,1,1,6,1,1.04,0.499,2.301
1,2,1,62,44,0.855,0.145,0,1,1,6,1,1.277,0.654,6.167
1,2,1,63,7,0.054,0.946,0,2,2,6,1,0.874,0.683,5.687
1,2,1,64,18,0.119,0.881,0,2,2,6,0,1.159,0.173,4.773
1,2,2,65,108,0.871,0.129,0,1,1,6,0,3.168,0.931,5.275
1,2,2,66,107,0.66,0.34,0,1,1,4,0,5.967,0.859,3.306
1,2,2,67,117,0.457,0.543,1,2,2,5,0,0.978,0.807,3.234
1,2,2,68,97,0.828,0.172,0,1,1,6,1,4.219,1.421,4.354
1,2,2,69,88,0.26,0.74,0,2,2,6,1,1.33,0.614,4.633
1,2,2,70,126,0.049,0.951,0,2,2,6,1,0.94,0.216,2.727
1,2,2,71,104,0.97,0.03,0,1,1,6,1,1.026,0.699,3.465
1,2,2,72,90,0.288,0.712,0,2,2,6,0,1.241,0.579,7.044
1,2,2,73,125,0.937,0.063,0,1,1,6,1,1.565,0.937,3.669
1,2,2,74,112,0.055,0.945,0,2,2,6,1,1.168,0.387,3.174
1,2,2,75,80,0.733,0.267,0,1,1,4,1,1.257,0.731,4.434
1,2,2,76,110,0.495,0.505,1,2,2,4,1,3.431,1.12,7.348
1,2,2,77,87,0.973,0.027,0,1,1,6,1,1.254,0.911,5.552
1,2,2,78,72,0.03,0.97,0,2,2,6,1,1.505,0.184,2.3
1,2,2,79,119,0.966,0.034,0,1,1,6,1,0.922,0.648,6.165
1,2,2,80,67,0.954,0.046,0,1,1,6,1,1.164,0.656,4.076
1,2,2,81,113,0.246,0.754,0,2,2,6,1,0.912,0.831,2.804
1,2,2,82,74,0.878,0.122,0,1,1,6,1,1.191,0.698,3.618
1,2,2,83,114,0.082,0.918,0,2,2,6,1,1.029,1.127,3.113
1,2,2,84,75,0.286,0.714,0,2,2,6,1,1.077,0.365,3.46
1,2,2,85,116,0.962,0.038,0,1,1,6,1,0.96,0.395,6.605
1,2,2,86,89,0.128,0.872,0,2,2,6,1,0.958,0.716,5.976
1,2,2,87,94,0.681,0.319,0,1,1,5,1,1.735,0.703,8.059
1,2,2,88,66,0.016,0.984,0,2,2,6,1,1.303,0.324,4.292
1,2,2,89,103,0.205,0.795,0,2,2,5,1,1.692,0.851,10.512
1,2,2,90,115,0.124,0.876,0,2,2,6,1,1.185,0.404,4.316
1,2,2,91,127,0.061,0.939,0,2,2,6,1,0.958,0.26,4.128
1,2,2,92,123,0.182,0.818,0,2,2,6,1,1.044,0.574,0.015
1,2,2,93,69,0.291,0.709,0,2,2,6,1,1.531,0.624,3.198
1,2,2,94,86,0.083,0.917,0,2,2,6,1,0.96,0.356,6.425
1,2,2,95,106,0.023,0.977,0,2,2,6,1,1.08,0.783,3.114
1,2,2,96,65,0.894,0.106,0,1,1,6,0,1.104,0.399,4.188
1,2,2,97,102,0.917,0.083,0,1,1,6,1,1,0.49,4.368
1,2,2,98,111,0.672,0.328,0,1,1,6,1,0.948,0.514,3.977
1,2,2,99,83,0.948,0.052,0,1,1,6,1,0.934,0.211,3.655
1,2,2,100,101,0.586,0.414,1,2,2,5,0,2.971,0.759,6.278
1,2,2,101,92,0.381,0.619,0,2,2,6,1,1.179,0.83,4.438
1,2,2,102,118,0.02,0.98,0,2,2,6,1,1.097,0.44,6.046
1,2,2,103,128,0.739,0.261,0,1,1,5,1,1.762,0.735,7.027
1,2,2,104,121,0.534,0.466,1,1,1,6,1,1.05,0.803,2.681
1,2,2,105,109,0.098,0.902,0,2,2,6,1,1.068,0.403,6.745
1,2,2,106,122,0.862,0.138,0,1,1,5,1,1.138,0.992,4.535
1,2,2,107,78,0.805,0.195,0,1,1,6,1,0.901,0.299,3.052
1,2,2,108,77,0.086,0.914,0,2,2,6,0,1.189,0.264,10.434
1,2,2,109,124,0.664,0.336,0,1,1,5,1,1.092,1.5,9.166
1,2,2,110,99,0.556,0.444,1,2,2,4,1,3.439,1.072,8.555
1,2,2,111,68,0.052,0.948,0,2,2,6,1,1.372,0.385,4.026
1,2,2,112,105,0.059,0.941,0,2,2,6,1,1.749,1.395,3.245
1,2,2,113,84,0.942,0.058,0,1,1,6,1,1.643,1.213,3.546
1,2,2,114,95,0.864,0.136,0,1,1,6,1,0.976,0.124,3.854
1,2,2,115,76,0.158,0.842,0,2,2,6,1,0.998,0.21,4.826
1,2,2,116,73,0.925,0.075,0,1,1,6,1,1.17,0.783,2.221
1,2,2,117,120,0.042,0.958,0,2,2,6,1,1.109,0.786,4.265
1,2,2,118,81,0.898,0.102,0,1,1,6,0,1.291,0.346,2.865
1,2,2,119,85,0.387,0.613,0,2,2,5,1,1.355,0.39,7.438
1,2,2,120,100,0.904,0.096,0,1,1,5,1,2.482,0.625,7.894
1,2,2,121,98,0.825,0.175,0,1,1,5,1,1.092,0.908,4.29
1,2,2,122,82,0.043,0.957,0,2,2,6,1,1.333,0.451,4.33
1,2,2,123,93,0.2,0.8,0,2,2,6,1,1.47,0.31,3.986
1,2,2,124,70,0.923,0.077,0,1,1,6,1,1.018,0.836,7.602
1,2,2,125,71,0.112,0.888,0,2,2,6,0,1.308,0.236,3.575
1,2,2,126,96,0.954,0.046,0,1,1,6,1,0.905,0.223,3.546
1,2,2,127,91,0.049,0.951,0,2,2,6,1,1.289,0.494,2.484
1,2,2,128,79,0.82,0.18,0,1,1,5,0,0.939,0.737,5.196
1,2,3,129,167,0.837,0.163,0,1,1,6,1,50.493,2.055,8.019
1,2,3,130,171,0.952,0.048,0,1,1,5,1,0.976,0.396,3.587
1,2,3,131,155,0.963,0.037,0,1,1,6,1,2.86,0.517,2.646
1,2,3,132,148,0.891,0.109,0,1,1,6,0,0.933,0.29,4.99
1,2,3,133,160,0.047,0.953,0,2,2,6,1,0.989,0.197,6.423
1,2,3,134,161,0.248,0.752,0,2,2,6,0,1.084,0.346,2.889
1,2,3,135,188,0.39,0.61,0,2,2,5,1,1.232,0.498,4.49
1,2,3,136,158,0.162,0.838,0,2,2,5,1,1.193,0.316,7.57
1,2,3,137,191,0.924,0.076,0,1,1,6,1,1.009,0.242,2.313
1,2,3,138,183,0.96,0.04,0,1,1,6,1,0.901,0.27,2.071
1,2,3,139,165,0.434,0.566,1,2,2,5,0,1.837,0.35,4.371
1,2,3,140,149,0.985,0.015,0,1,1,6,1,1.056,0.233,2.086
1,2,3,141,143,0.111,0.889,0,2,2,6,1,1.203,0.182,7.118
1,2,3,142,134,0.911,0.089,0,1,1,6,1,1.092,0.3,2.02
1,2,3,143,190,0.65,0.35,0,1,1,6,1,0.97,0.221,2.454
1,2,3,144,139,0.496,0.504,1,1,1,5,0,3.381,1.086,6.094
1,2,3,145,169,0.74,0.26,0,1,1,4,1,1.073,0.832,4.284
1,2,3,146,179,0.011,0.989,0,2,2,6,1,1.267,0.276,2.502
1,2,3,147,142,0.251,0.749,0,2,2,6,1,2.163,0.462,3.709
1,2,3,148,170,0.042,0.958,0,2,2,6,1,1.622,2.551,2.624
1,2,3,149,146,0.706,0.294,0,1,1,5,1,1.027,1.908,2.618
1,2,3,150,192,0.55,0.45,1,1,1,5,0,1.837,0.149,2.421
1,2,3,151,175,0.787,0.213,0,1,1,5,1,1.207,0.402,2.488
1,2,3,152,152,0.045,0.955,0,2,2,6,1,0.623,0.584,7.601
1,2,3,153,177,0.415,0.585,1,2,2,4,0,2.553,0.806,6.362
1,2,3,154,174,0.924,0.076,0,1,1,6,1,0.778,0.396,2.983
1,2,3,155,132,0.727,0.273,0,1,1,5,1,0.724,1.195,5.087
1,2,3,156,186,0.947,0.053,0,1,1,6,1,1.824,0.385,4.676
1,2,3,157,138,0.942,0.058,0,1,1,6,1,0.697,1.004,3.556
1,2,3,158,147,0.054,0.946,0,2,2,6,1,0.715,0.513,8.485
1,2,3,159,180,0.163,0.837,0,2,2,6,1,13.776,0.282,3.499
1,2,3,160,133,0.102,0.898,0,2,2,6,1,0.633,0.306,7.129
1,2,3,161,145,0.949,0.051,0,1,1,6,1,0.515,0.422,2.462
1,2,3,162,141,0.915,0.085,0,1,1,6,1,0.93,0.661,2.513
1,2,3,163,178,0.78,0.22,0,1,1,5,1,2.503,0.293,3.416
1,2,3,164,189,0.099,0.901,0,2,2,6,1,0.636,0.397,6.528
1,2,3,165,163,0.068,0.932,0,2,2,6,1,1.052,0.268,3.349
1,2,3,166,166,0.949,0.051,0,1,1,5,1,1.44,0.462,2.744
1,2,3,167,185,0.973,0.027,0,1,1,6,1,0.534,0.94,5.201
1,2,3,168,184,0.609,0.391,0,1,1,3,1,5.465,1.328,2.659
1,2,3,169,172,0.011,0.989,0,2,2,6,1,0.628,0.83,5.476
1,2,3,170,154,0.337,0.663,0,2,2,5,0,0.965,0.625,5.06
1,2,3,171,168,0.378,0.622,0,2,2,4,1,26.507,0.754,4.308
1,2,3,172,156,0.058,0.942,0,2,2,6,1,0.677,0.853,3.721
1,2,3,173,151,0.023,0.977,0,2,2,4,1,3.804,1.054,6.588
1,2,3,174,162,0.621,0.379,0,1,1,4,1,1.451,1.003,2.475
1,2,3,175,135,0.205,0.795,0,2,2,5,1,0.58,0.527,5.32
1,2,3,176,187,0.5,0.5,1,1,1,5,1,6.255,0.984,4.509
1,2,3,177,140,0.05,0.95,0,2,2,6,1,0.591,0.337,6.122
1,2,3,178,131,0.934,0.066,0,1,1,6,1,0.692,1.708,2.45
1,2,3,179,136,0.038,0.962,0,2,2,6,1,1.145,0.334,3.144
1,2,3,180,129,0.935,0.065,0,1,1,6,1,1.245,2.622,3.551
1,2,3,181,159,0.961,0.039,0,1,1,4,1,0.949,3.368,3.678
1,2,3,182,181,0.713,0.287,0,1,1,5,0,0.933,0.16,2.376
1,2,3,183,182,0.941,0.059,0,1,1,5,1,1.124,2.288,3.454
1,2,3,184,150,0.121,0.879,0,2,2,5,0,4.325,0.376,0.089
1,2,3,185,130,0.22,0.78,0,1,1,4,0,3.689,0.816,2.545
1,2,3,186,153,0.352,0.648,0,2,2,3,1,4.449,0.908,6.782
1,2,3,187,173,0.066,0.934,0,2,2,6,1,1.182,0.338,2.491
1,2,3,188,164,0.135,0.865,0,2,2,5,1,2.262,1.278,4.897
1,2,3,189,176,0.071,0.929,0,2,2,6,1,0.862,0.231,2.856
1,2,3,190,157,0.896,0.104,0,1,1,5,1,30.325,1.012,4.758
1,2,3,191,144,0.959,0.041,0,1,1,5,1,2.406,1.017,3.444
1,2,3,192,137,0.039,0.961,0,2,2,6,1,1.002,0.269,3.845
